RESULT	增救.v 2100005001	增援 1.0	增收 0.9	增补 0.8	增修 0.7	增强 0.6	增给 0.5	增加 0.3999999999999999	增重 0.29999999999999993
RESULT	增救.v 2100006014	增援 1.0	增加 0.9	增补 0.8	增强 0.7	增给 0.6	增修 0.5	增收 0.3999999999999999	增添 0.29999999999999993	增上 0.19999999999999996
RESULT	程度.v 2102008015	度 1.0	等级 0.9	情况 0.8	性 0.7	高低 0.6	水平 0.5	关系 0.3999999999999999	级别 0.29999999999999993	状况 0.19999999999999996	强度 0.09999999999999998
RESULT	分别.v 2102008017	分别 1.0	依次 0.9	各自 0.8	先后 0.7	逐步 0.6	相应 0.5	专门 0.3999999999999999	不同 0.29999999999999993	特别 0.19999999999999996	各别 0.09999999999999998
RESULT	设立.v 2102008018	设立 1.0	设置 0.9	建立 0.8	制定 0.7	确立 0.6	设定 0.5	制订 0.3999999999999999	设计 0.29999999999999993	成立 0.19999999999999996	设 0.09999999999999998
RESULT	设立.v 2106003010	设立 1.0	建立 0.9	设 0.8	成立 0.7	建设 0.6	设置 0.5	树立 0.3999999999999999	创建 0.29999999999999993	建 0.19999999999999996	增设 0.09999999999999998
RESULT	在.v 2102008027	有着 1.0	具有 0.9	存在 0.8	处于 0.7	拥有 0.6	是 0.5	保持 0.3999999999999999	能够 0.29999999999999993	得到 0.19999999999999996	置于 0.09999999999999998
RESULT	严密.v 2102008028	严格 1.0	严密 0.9	严谨 0.8	密切 0.7	紧密 0.6	精密 0.5	有序 0.3999999999999999	细致 0.29999999999999993	严肃 0.19999999999999996	有效 0.09999999999999998
RESULT	控制.v 2102008031	控制 1.0	监控 0.9	监督 0.8	监管 0.7	监理 0.6	制定 0.5	监制 0.3999999999999999	制约 0.29999999999999993	规范 0.19999999999999996	把握 0.09999999999999998
RESULT	确保.v 2102008034	确保 1.0	保证 0.9	保障 0.8	确认 0.7	实现 0.6	力保 0.5	确立 0.3999999999999999	确定 0.29999999999999993	达到 0.19999999999999996	完成 0.09999999999999998
RESULT	确保.v 2104015042	确保 1.0	充分 0.9	维护 0.8	调动 0.7	防止 0.6	使 0.5	提高 0.3999999999999999	促进 0.29999999999999993	促使 0.19999999999999996	稳定 0.09999999999999998
RESULT	出厂.v 2102008039	出厂 1.0	出产 0.9	出品 0.8	出口 0.7	成品 0.6	出货 0.5	出售 0.3999999999999999	出炉 0.29999999999999993	出库 0.19999999999999996	入库 0.09999999999999998
RESULT	出厂.v 2102010007	出厂 1.0	出产 0.9	进口 0.8	出品 0.7	出口 0.6	产品 0.5	生产 0.3999999999999999	制造 0.29999999999999993	出售 0.19999999999999996	出货 0.09999999999999998
RESULT	出厂.v 2102012004	出厂 1.0	出产 0.9	出售 0.8	出货 0.7	出口 0.6	上市 0.5	生产 0.3999999999999999	进厂 0.29999999999999993	出炉 0.19999999999999996	出台 0.09999999999999998
RESULT	所属.v 2102009001	所属 1.0	下属 0.9	所辖 0.8	属下 0.7	属 0.6	隶属 0.5	直属 0.3999999999999999	辖属 0.29999999999999993	所在 0.19999999999999996	属于 0.09999999999999998
RESULT	落到实处.v 2102009010	落到实处 1.0	做到 0.9	实到 0.8	实施 0.7	落实 0.6	办到 0.5	抓到 0.3999999999999999	实现 0.29999999999999993	实行 0.19999999999999996	贯彻落实 0.09999999999999998
RESULT	细小.v 2102009013	细小 1.0	微小 0.9	细微 0.8	琐碎 0.7	微细 0.6	最小 0.5	小小 0.3999999999999999	很小 0.29999999999999993	点滴 0.19999999999999996	微末 0.09999999999999998
RESULT	事情.v 2102009015	事情 1.0	事务 0.9	事儿 0.8	行动 0.7	事 0.6	琐事 0.5	一点 0.3999999999999999	方面 0.29999999999999993	点滴 0.19999999999999996	行为 0.09999999999999998
RESULT	事情.v 2103018019	问题 1.0	事情 0.9	话题 0.8	难题 0.7	事 0.6	课题 0.5	议题 0.3999999999999999	题目 0.29999999999999993	点子 0.19999999999999996	事儿 0.09999999999999998
RESULT	执行.v 2102009020	执行 1.0	贯彻 0.9	履行 0.8	遵守 0.7	遵行 0.6	遵循 0.5	管理 0.3999999999999999	掌握 0.29999999999999993	控制 0.19999999999999996	践行 0.09999999999999998
RESULT	一丝一毫.v 2102009027	一丝一毫 1.0	毫不含糊 0.9	丝毫 0.8	毫不放松 0.7	没有 0.6	不放过 0.5	毫不 0.3999999999999999	不留 0.29999999999999993	绝无 0.19999999999999996	毫无例外 0.09999999999999998
RESULT	隐患.v 2102009030	问题 1.0	隐患 0.9	风险 0.8	危害 0.7	缺陷 0.6	疵点 0.5	难题 0.3999999999999999	危险 0.29999999999999993	弊端 0.19999999999999996	疑难 0.09999999999999998
RESULT	放过.v 2102009033	放过 1.0	忽视 0.9	碰 0.8	放松 0.7	放弃 0.6	触及 0.5	含糊 0.3999999999999999	轻视 0.29999999999999993	留 0.19999999999999996	容忍 0.09999999999999998
RESULT	放过.v 2102015007	放过 1.0	放松 0.9	松懈 0.8	含糊 0.7	松 0.6	松手 0.5	放弃 0.3999999999999999	过 0.29999999999999993	容错 0.19999999999999996	落下 0.09999999999999998
RESULT	分厂.v 2102010002	分厂 1.0	分站 0.9	分工 0.8	总厂 0.7	分设 0.6	分部 0.5	分区 0.3999999999999999	该厂 0.29999999999999993	分店 0.19999999999999996	本厂 0.09999999999999998
RESULT	分厂.v 2102013006	分 1.0	分工 0.9	分设 0.8	总 0.7	分站 0.6	该 0.5	分部 0.3999999999999999	分队 0.29999999999999993	分管 0.19999999999999996	各 0.09999999999999998
RESULT	分厂.v 2102015012	分厂 1.0	分工 0.9	分设 0.8	工厂 0.7	分子 0.6	总厂 0.5	分部 0.3999999999999999	本厂 0.29999999999999993	分店 0.19999999999999996	分队 0.09999999999999998
RESULT	进行.v 2102010009	进行 1.0	开展 0.9	展开 0.8	做 0.7	实施 0.6	执行 0.5	做出 0.3999999999999999	作出 0.29999999999999993	加强 0.19999999999999996	加以 0.09999999999999998
RESULT	进行.v 2102013016	进行 1.0	作出 0.9	展开 0.8	实施 0.7	做出 0.6	开展 0.5	做 0.3999999999999999	加以 0.29999999999999993	执行 0.19999999999999996	施行 0.09999999999999998
RESULT	检测.v 2102010010	测试 1.0	监测 0.9	抽检 0.8	核查 0.7	观察 0.6	抽查 0.5	实验 0.3999999999999999	试验 0.29999999999999993	抽样 0.19999999999999996	校验 0.09999999999999998
RESULT	检测.v 2102013001	检测 1.0	测试 0.9	监测 0.8	测量 0.7	检验 0.6	勘测 0.5	检查 0.3999999999999999	调查 0.29999999999999993	测评 0.19999999999999996	调研 0.09999999999999998
RESULT	检测.v 2102013017	监测 1.0	核查 0.9	抽检 0.8	观察 0.7	评测 0.6	观测 0.5	试验 0.3999999999999999	勘测 0.29999999999999993	验证 0.19999999999999996	调查 0.09999999999999998
RESULT	稳定器.v 2102010018	固定器 1.0	制动器 0.9	控制器 0.8	装置 0.7	保险盒 0.6	子 0.5	保险柜 0.3999999999999999	机 0.29999999999999993	设备 0.19999999999999996	调节器 0.09999999999999998
RESULT	外带.v 2102010020	外径 1.0	外壳 0.9	外圈 0.8	外包 0.7	外部 0.6	外围 0.5	连接 0.3999999999999999	外环 0.29999999999999993	附件 0.19999999999999996	外罩 0.09999999999999998
RESULT	尺寸.v 2102010028	规格 1.0	长度 0.9	口径 0.8	范围 0.7	大小 0.6	尺寸 0.5	尺 0.3999999999999999	宽度 0.29999999999999993	厚度 0.19999999999999996	边长 0.09999999999999998
RESULT	误差.v 2102011006	差距 1.0	差错 0.9	误差 0.8	差异 0.7	偏差 0.6	差别 0.5	谬误 0.3999999999999999	错误 0.29999999999999993	差额 0.19999999999999996	差 0.09999999999999998
RESULT	允许.v 2102011008	允许 1.0	可以 0.9	合理 0.8	应允 0.7	公允 0.6	值得 0.5	肯定 0.3999999999999999	可行 0.29999999999999993	符合 0.19999999999999996	够用 0.09999999999999998
RESULT	还是.v 2102012006	还是 1.0	而是 0.9	又是 0.8	或是 0.7	就是 0.6	否则 0.5	否 0.3999999999999999	又 0.29999999999999993	抑或 0.19999999999999996	却 0.09999999999999998
RESULT	定.v 2102012007	定 1.0	决定 0.9	作 0.8	认定 0.7	确定 0.6	视 0.5	规定 0.3999999999999999	成 0.29999999999999993	裁定 0.19999999999999996	制成 0.09999999999999998
RESULT	不合格品.v 2102012009	不合 1.0	不合格品 0.9	不合格者 0.8	不符 0.7	不及格 0.6	合格 0.5	合格品 0.3999999999999999	劣质品 0.29999999999999993	不满 0.19999999999999996	不可 0.09999999999999998
RESULT	不合格品.v 2102013035	不合 1.0	不合格品 0.9	不符 0.8	不安 0.7	不可 0.6	不及格 0.5	不准 0.3999999999999999	不满 0.29999999999999993	不正 0.19999999999999996	未达标 0.09999999999999998
RESULT	不合格品.v 2102014015	不合 1.0	不合格品 0.9	不符 0.8	不可 0.7	不及格 0.6	不过 0.5	不安 0.3999999999999999	不一 0.29999999999999993	不合格者 0.19999999999999996	不保 0.09999999999999998
RESULT	正当.v 2102013000	正当 1.0	当 0.9	正值 0.8	正在 0.7	恰当 0.6	负责 0.5	适当 0.3999999999999999	正确 0.29999999999999993	正要 0.19999999999999996	本当 0.09999999999999998
RESULT	左右为难.v 2102013003	左右为难 1.0	困难 0.9	陷入困境 0.8	不便 0.7	无计可施 0.6	犹豫不决 0.5	手足无措 0.3999999999999999	手忙脚乱 0.29999999999999993	左右 0.19999999999999996	不堪 0.09999999999999998
RESULT	赶到.v 2102013008	赶到 1.0	来到 0.9	赶赴 0.8	赶来 0.7	赶往 0.6	到达 0.5	赶回 0.3999999999999999	前往 0.29999999999999993	赶上 0.19999999999999996	抵达 0.09999999999999998
RESULT	亲自.v 2102013011	亲自 1.0	亲身 0.9	亲手 0.8	亲眼 0.7	亲临 0.6	亲赴 0.5	亲切 0.3999999999999999	独自 0.29999999999999993	亲笔 0.19999999999999996	亲口 0.09999999999999998
RESULT	果断.v 2102013019	果断 1.0	果决 0.9	果敢 0.8	毅然 0.7	坚决 0.6	坚定 0.5	迅速 0.3999999999999999	冷静 0.29999999999999993	立即 0.19999999999999996	果然 0.09999999999999998
RESULT	报告单.v 2102013023	报告单 1.0	报告 0.9	文件 0.8	单 0.7	报告书 0.6	申报单 0.5	报告纸 0.3999999999999999	结果 0.29999999999999993	报表 0.19999999999999996	资料 0.09999999999999998
RESULT	如下.v 2102013028	如下 1.0	以下 0.9	一下 0.8	几下 0.7	几点 0.6	如此 0.5	共同 0.3999999999999999	如何 0.29999999999999993	原文 0.19999999999999996	如果 0.09999999999999998
RESULT	意见.v 2102013029	意见 1.0	观点 0.9	主意 0.8	见解 0.7	主张 0.6	内容 0.5	要点 0.3999999999999999	表示 0.29999999999999993	要求 0.19999999999999996	标题 0.09999999999999998
RESULT	责成.v 2102013037	责成 1.0	责令 0.9	指责 0.8	指定 0.7	谴责 0.6	要求 0.5	指控 0.3999999999999999	追究 0.29999999999999993	指出 0.19999999999999996	批评 0.09999999999999998
RESULT	有关.v 2102013038	有关 1.0	相关 0.9	相干 0.8	相应 0.7	部分 0.6	具体 0.5	关键 0.3999999999999999	涉及 0.29999999999999993	部门 0.19999999999999996	关联 0.09999999999999998
RESULT	有关.v 2104015012	有关 1.0	相关 0.9	相干 0.8	各级 0.7	相应 0.6	各 0.5	具体 0.3999999999999999	农业 0.29999999999999993	管理 0.19999999999999996	政府 0.09999999999999998
RESULT	有关.v 2107007002	有关 1.0	相干 0.9	相关 0.8	政府 0.7	管理 0.6	相应 0.5	关系 0.3999999999999999	所有 0.29999999999999993	主管 0.19999999999999996	一些 0.09999999999999998
RESULT	处理.v 2102013041	查处 1.0	处理 0.9	作业 0.8	整改 0.7	整顿 0.6	修理 0.5	解决 0.3999999999999999	调整 0.29999999999999993	调查 0.19999999999999996	做 0.09999999999999998
RESULT	召开.v 2102014004	召开 1.0	召集 0.9	举行 0.8	组织 0.7	举办 0.6	开展 0.5	开设 0.3999999999999999	开始 0.29999999999999993	开 0.19999999999999996	主持 0.09999999999999998
RESULT	大会.v 2102014006	会议 1.0	大会 0.9	会 0.8	代表 0.7	议会 0.6	集会 0.5	例会 0.3999999999999999	峰会 0.29999999999999993	协会 0.19999999999999996	小会 0.09999999999999998
RESULT	一起.v 2102014011	一起 1.0	共同 0.9	一同 0.8	一块 0.7	一并 0.6	一致 0.5	一齐 0.3999999999999999	一道 0.29999999999999993	一一 0.19999999999999996	共商 0.09999999999999998
RESULT	讨论.v 2102014012	讨论 1.0	商量 0.9	探讨 0.8	研究 0.7	商议 0.6	谈论 0.5	议论 0.3999999999999999	商讨 0.29999999999999993	审议 0.19999999999999996	研讨 0.09999999999999998
RESULT	出现.v 2102014013	出现 1.0	产品 0.9	出产 0.8	出 0.7	发现 0.6	着 0.5	产出 0.3999999999999999	发生 0.29999999999999993	产生 0.19999999999999996	生产 0.09999999999999998
RESULT	正是.v 2102015000	正是 1.0	就是 0.9	就 0.8	正 0.7	是 0.6	便是 0.5	即是 0.3999999999999999	恰恰 0.29999999999999993	即 0.19999999999999996	只是 0.09999999999999998
RESULT	精神.v 2102015009	精神 1.0	韧劲 0.9	信念 0.8	勇气 0.7	决心 0.6	态度 0.5	劲头 0.3999999999999999	意志 0.29999999999999993	毅力 0.19999999999999996	原则 0.09999999999999998
RESULT	钻具.v 2102015015	钻具 1.0	钻机 0.9	钻探 0.8	钻孔 0.7	钻采 0.6	钻杆 0.5	钻床 0.3999999999999999	钻井 0.29999999999999993	钻头 0.19999999999999996	钻石 0.09999999999999998
RESULT	合格率.v 2102015018	合格率 1.0	达标率 0.9	保证率 0.8	率 0.7	性 0.6	满意率 0.5	符合率 0.3999999999999999	优良率 0.29999999999999993	通过率 0.19999999999999996	合格品 0.09999999999999998
RESULT	保持.v 2102015020	保持 1.0	维持 0.9	持续 0.8	高于 0.7	保证 0.6	达到 0.5	保障 0.3999999999999999	坚持 0.29999999999999993	超过 0.19999999999999996	居于 0.09999999999999998
RESULT	先后.v 2102015023	先后 1.0	相继 0.9	多次 0.8	连续 0.7	曾 0.6	陆续 0.5	两次 0.3999999999999999	连连 0.29999999999999993	随后 0.19999999999999996	连年 0.09999999999999998
RESULT	先后.v 2103017010	先后 1.0	前后 0.9	相继 0.8	陆续 0.7	分别 0.6	共 0.5	累计 0.3999999999999999	一共 0.29999999999999993	接连 0.19999999999999996	随后 0.09999999999999998
RESULT	获得.v 2102015024	获得 1.0	荣获 0.9	获 0.8	获取 0.7	赢得 0.6	收获 0.5	取得 0.3999999999999999	获到 0.29999999999999993	得到 0.19999999999999996	夺得 0.09999999999999998
RESULT	认定.v 2102015030	认证 1.0	确认 0.9	认可 0.8	评定 0.7	鉴定 0.6	承认 0.5	认定 0.3999999999999999	证书 0.29999999999999993	验证 0.19999999999999996	证明 0.09999999999999998
RESULT	实践.v 2102016001	实践 1.0	实际 0.9	实务 0.8	实战 0.7	工作 0.6	行动 0.5	实施 0.3999999999999999	实行 0.29999999999999993	践行 0.19999999999999996	实干 0.09999999999999998
RESULT	体会.v 2102016005	感受 1.0	认识 0.9	感悟 0.8	感觉 0.7	体会 0.6	感知 0.5	领会 0.3999999999999999	感触 0.29999999999999993	深切 0.19999999999999996	感 0.09999999999999998
RESULT	看作.v 2102016013	作为 1.0	视为 0.9	看作 0.8	视作 0.7	看成 0.6	当作 0.5	当成 0.3999999999999999	当做 0.29999999999999993	看做 0.19999999999999996	视同 0.09999999999999998
RESULT	才能.v 2102016018	才能 1.0	方能 0.9	方可 0.8	能够 0.7	可以 0.6	才 0.5	才华 0.3999999999999999	才算 0.29999999999999993	方才 0.19999999999999996	得以 0.09999999999999998
RESULT	岂是.v 2103000002	并非 1.0	不是 0.9	又是 0.8	可不 0.7	可是 0.6	何其 0.5	还是 0.3999999999999999	岂非 0.29999999999999993	岂不 0.19999999999999996	何以 0.09999999999999998
RESULT	岂是.v 2103020007	可谓 1.0	岂不 0.9	不是 0.8	可是 0.7	竟是 0.6	岂非 0.5	并非 0.3999999999999999	不愧 0.29999999999999993	又是 0.19999999999999996	却是 0.09999999999999998
RESULT	垃圾.v 2103000003	垃圾 1.0	废弃 0.9	污水 0.8	圾 0.7	污秽 0.6	废物 0.5	废渣 0.3999999999999999	渣滓 0.29999999999999993	秽物 0.19999999999999996	堆肥 0.09999999999999998
RESULT	垃圾.v 2103008006	垃圾 1.0	污秽 0.9	废弃 0.8	杂物 0.7	废物 0.6	污垢 0.5	污水 0.3999999999999999	秽物 0.29999999999999993	污物 0.19999999999999996	污染 0.09999999999999998
RESULT	垃圾.v 2103010011	垃圾 1.0	污秽 0.9	污水 0.8	污垢 0.7	污物 0.6	杂物 0.5	废物 0.3999999999999999	秽物 0.29999999999999993	废弃 0.19999999999999996	污泥 0.09999999999999998
RESULT	垃圾.v 2103016007	垃圾 1.0	废弃 0.9	废物 0.8	圾 0.7	污秽 0.6	物品 0.5	食物 0.3999999999999999	杂物 0.29999999999999993	弃物 0.19999999999999996	污水 0.09999999999999998
RESULT	垃圾.v 2103017018	垃圾 1.0	污水 0.9	废弃 0.8	废物 0.7	污秽 0.6	杂物 0.5	食物 0.3999999999999999	污泥 0.29999999999999993	废纸 0.19999999999999996	污物 0.09999999999999998
RESULT	垃圾.v 2103018009	垃圾 1.0	东西 0.9	圾 0.8	弃物 0.7	物品 0.6	纸屑 0.5	废弃 0.3999999999999999	食物 0.29999999999999993	废物 0.19999999999999996	污水 0.09999999999999998
RESULT	垃圾.v 2103019017	垃圾 1.0	污垢 0.9	污秽 0.8	杂物 0.7	污水 0.6	污物 0.5	污渍 0.3999999999999999	碎屑 0.29999999999999993	废物 0.19999999999999996	污泥 0.09999999999999998
RESULT	垃圾.v 2103020008	垃圾 1.0	废弃 0.9	废墟 0.8	污秽 0.7	污水 0.6	废物 0.5	小菜 0.3999999999999999	污染 0.29999999999999993	闲置 0.19999999999999996	渣滓 0.09999999999999998
RESULT	垃圾.v 2103023011	污垢 1.0	垃圾 0.9	杂物 0.8	污秽 0.7	污水 0.6	废弃 0.5	灰尘 0.3999999999999999	污物 0.29999999999999993	污泥 0.19999999999999996	废物 0.09999999999999998
RESULT	垃圾.v 2103024018	废物 1.0	垃圾 0.9	废弃 0.8	废料 0.7	废品 0.6	废纸 0.5	废旧 0.3999999999999999	废水 0.29999999999999993	污水 0.19999999999999996	污秽 0.09999999999999998
RESULT	坑.v 2103000004	填埋 1.0	处理 0.9	深坑 0.8	洼地 0.7	渣滓 0.6	乱堆 0.5	大坑 0.3999999999999999	水坑 0.29999999999999993	厕所 0.19999999999999996	矿坑 0.09999999999999998
RESULT	坑.v 2103020009	洼地 1.0	地方 0.9	处理 0.8	填埋 0.7	大坑 0.6	乱堆 0.5	所在 0.3999999999999999	竖井 0.29999999999999993	渠道 0.19999999999999996	出没 0.09999999999999998
RESULT	见闻.v 2103000009	视频 1.0	见闻 0.9	观察 0.8	情况 0.7	记录 0.6	现场 0.5	情景 0.3999999999999999	路程 0.29999999999999993	风光 0.19999999999999996	历程 0.09999999999999998
RESULT	附.v 2103000011	附 1.0	随附 0.9	另附 0.8	有 0.7	含 0.6	配 0.5	带 0.3999999999999999	还有 0.29999999999999993	上传 0.19999999999999996	摄像 0.09999999999999998
RESULT	图片.v 2103000012	图 1.0	照片 0.9	图片 0.8	上图 0.7	相片 0.6	图像 0.5	照 0.3999999999999999	影片 0.29999999999999993	影 0.19999999999999996	像 0.09999999999999998
RESULT	查清.v 2103001001	查清 1.0	弄清 0.9	搞清 0.8	清楚 0.7	查明 0.6	核查 0.5	清理 0.3999999999999999	清查 0.29999999999999993	摸清 0.19999999999999996	追查 0.09999999999999998
RESULT	达.v 2103001016	达 1.0	期 0.9	度 0.8	至 0.7	约 0.6	到 0.5	近 0.3999999999999999	超过 0.29999999999999993	途 0.19999999999999996	接近 0.09999999999999998
RESULT	达.v 2104001016	达 1.0	高达 0.9	可达 0.8	超过 0.7	多达 0.6	近 0.5	到达 0.3999999999999999	约 0.29999999999999993	逾 0.19999999999999996	至 0.09999999999999998
RESULT	达.v 2104004018	达 1.0	高达 0.9	到达 0.8	有 0.7	多达 0.6	是 0.5	逾 0.3999999999999999	超过 0.29999999999999993	可达 0.19999999999999996	近 0.09999999999999998
RESULT	达.v 2105008004	达 1.0	还 0.9	并 0.8	做 0.7	完 0.6	没有 0.5	尚 0.3999999999999999	远 0.29999999999999993	实在 0.19999999999999996	得 0.09999999999999998
RESULT	观察.v 2103001019	观察 1.0	检查 0.9	观看 0.8	视察 0.7	考察 0.6	察看 0.5	观望 0.3999999999999999	观摩 0.29999999999999993	观光 0.19999999999999996	勘察 0.09999999999999998
RESULT	目睹.v 2103001021	亲眼 1.0	目睹 0.9	看到 0.8	见到 0.7	睹 0.6	眼见 0.5	见证 0.3999999999999999	目击 0.29999999999999993	眼看 0.19999999999999996	看见 0.09999999999999998
RESULT	客轮.v 2103001024	客轮 1.0	客船 0.9	轮船 0.8	邮轮 0.7	轮渡 0.6	旅客 0.5	货轮 0.3999999999999999	客车 0.29999999999999993	大船 0.19999999999999996	渡船 0.09999999999999998
RESULT	客轮.v 2103002008	客轮 1.0	客船 0.9	船舶 0.8	邮轮 0.7	船 0.6	旅客 0.5	轮船 0.3999999999999999	货轮 0.29999999999999993	客货 0.19999999999999996	游轮 0.09999999999999998
RESULT	客轮.v 2103005007	客轮 1.0	客船 0.9	班轮 0.8	轮渡 0.7	轮船 0.6	汽轮 0.5	邮轮 0.3999999999999999	客运 0.29999999999999993	旅客 0.19999999999999996	客车 0.09999999999999998
RESULT	客轮.v 2103009004	客轮 1.0	客船 0.9	邮轮 0.8	汽轮 0.7	旅客 0.6	轮船 0.5	船舶 0.3999999999999999	船只 0.29999999999999993	客车 0.19999999999999996	轮渡 0.09999999999999998
RESULT	客轮.v 2103015014	客轮 1.0	客船 0.9	船只 0.8	轮船 0.7	船 0.6	旅客 0.5	邮轮 0.3999999999999999	小轮 0.29999999999999993	货轮 0.19999999999999996	游轮 0.09999999999999998
RESULT	客轮.v 2103017007	客轮 1.0	客船 0.9	船舶 0.8	邮轮 0.7	轮船 0.6	客车 0.5	货轮 0.3999999999999999	船 0.29999999999999993	旅客 0.19999999999999996	客货 0.09999999999999998
RESULT	情形.v 2103001029	情形 1.0	情况 0.9	景象 0.8	情景 0.7	情状 0.6	景状 0.5	场景 0.3999999999999999	场面 0.29999999999999993	状况 0.19999999999999996	景况 0.09999999999999998
RESULT	进入.v 2103002011	进入 1.0	驶入 0.9	驶进 0.8	通过 0.7	抵达 0.6	入 0.5	开进 0.3999999999999999	进出 0.29999999999999993	走入 0.19999999999999996	冲入 0.09999999999999998
RESULT	闸室.v 2103002012	闸门 1.0	码头 0.9	闸室 0.8	舱室 0.7	船闸 0.6	水闸 0.5	闸机 0.3999999999999999	拉闸 0.29999999999999993	控制 0.19999999999999996	船舱 0.09999999999999998
RESULT	闸室.v 2103010013	闸门 1.0	闸室 0.9	闸机 0.8	水闸 0.7	闸板 0.6	水池 0.5	水槽 0.3999999999999999	闸阀 0.29999999999999993	仓库 0.19999999999999996	排水 0.09999999999999998
RESULT	闸室.v 2103023002	闸室 1.0	闸门 0.9	水闸 0.8	闸口 0.7	闸 0.6	堰 0.5	闸板 0.3999999999999999	堰口 0.29999999999999993	闸坝 0.19999999999999996	闸机 0.09999999999999998
RESULT	右舷.v 2103003007	右舷 1.0	左舷 0.9	右侧 0.8	右边 0.7	右面 0.6	右端 0.5	右翼 0.3999999999999999	舷 0.29999999999999993	右岸 0.19999999999999996	右手 0.09999999999999998
RESULT	闸.v 2103003009	闸 1.0	船闸 0.9	堰 0.8	码头 0.7	阀 0.6	舱 0.5	大闸 0.3999999999999999	水闸 0.29999999999999993	通道 0.19999999999999996	港 0.09999999999999998
RESULT	闸.v 2103013003	闸 1.0	船闸 0.9	车闸 0.8	通道 0.7	码头 0.6	阀门 0.5	控制 0.3999999999999999	铁闸 0.29999999999999993	水闸 0.19999999999999996	渡船 0.09999999999999998
RESULT	闸.v 2103017014	船闸 1.0	阀 0.9	舱 0.8	车闸 0.7	堰 0.6	水闸 0.5	大闸 0.3999999999999999	码头 0.29999999999999993	港 0.19999999999999996	关闸 0.09999999999999998
RESULT	闸.v 2103024023	阀门 1.0	大闸 0.9	水闸 0.8	管道 0.7	开关 0.6	铁闸 0.5	通道 0.3999999999999999	电闸 0.29999999999999993	拉闸 0.19999999999999996	库房 0.09999999999999998
RESULT	丢.v 2103003011	丢出 1.0	抛出 0.9	倒出 0.8	塞入 0.7	取出 0.6	抢走 0.5	拿走 0.3999999999999999	放 0.29999999999999993	投掷 0.19999999999999996	掏出 0.09999999999999998
RESULT	丢.v 2103027008	掷 1.0	抛 0.9	放入 0.8	丢入 0.7	倒 0.6	投 0.5	带 0.3999999999999999	扔 0.29999999999999993	推 0.19999999999999996	转 0.09999999999999998
RESULT	快餐.v 2103003014	快餐 1.0	小菜 0.9	早点 0.8	早餐 0.7	餐 0.6	快递 0.5	食 0.3999999999999999	食品 0.29999999999999993	菜 0.19999999999999996	速食 0.09999999999999998
RESULT	盒.v 2103003015	盒 1.0	袋 0.9	包 0.8	盘 0.7	碗 0.6	罐头 0.5	瓶 0.3999999999999999	筐 0.29999999999999993	篮子 0.19999999999999996	桶 0.09999999999999998
RESULT	扔.v 2103003017	扔 1.0	乱扔 0.9	倒掉 0.8	抛洒 0.7	掷 0.6	放 0.5	投掷 0.3999999999999999	砸碎 0.29999999999999993	撒 0.19999999999999996	剥 0.09999999999999998
RESULT	扔.v 2103004009	放 1.0	倒 0.9	塞入 0.8	投入 0.7	丢 0.6	扔 0.5	打入 0.3999999999999999	装入 0.29999999999999993	置于 0.19999999999999996	带 0.09999999999999998
RESULT	扔.v 2103007007	放 1.0	扔 0.9	倒 0.8	丢 0.7	塞 0.6	投入 0.5	搁 0.3999999999999999	掷 0.29999999999999993	抛 0.19999999999999996	拿 0.09999999999999998
RESULT	扔.v 2103018008	扔 1.0	倒 0.9	丢 0.8	抛洒 0.7	投掷 0.6	倾倒 0.5	乱扔 0.3999999999999999	吐 0.29999999999999993	掷 0.19999999999999996	堆放 0.09999999999999998
RESULT	十余次.v 2103003019	数次 1.0	十余次 0.9	数十次 0.8	百余次 0.7	次 0.6	几次 0.5	几十次 0.3999999999999999	五次 0.29999999999999993	二十余次 0.19999999999999996	三次 0.09999999999999998
RESULT	轮.v 2103004002	轮 1.0	班轮 0.9	船 0.8	列车 0.7	车轮 0.6	驳船 0.5	客轮 0.3999999999999999	货轮 0.29999999999999993	邮轮 0.19999999999999996	甲板 0.09999999999999998
RESULT	则.v 2103004004	则 1.0	还 0.9	也 0.8	就 0.7	亦 0.6	便 0.5	却 0.3999999999999999	又 0.29999999999999993	即 0.19999999999999996	是 0.09999999999999998
RESULT	则.v 2103014005	则 1.0	却 0.9	就 0.8	便 0.7	正 0.6	即 0.5	遂 0.3999999999999999	竟 0.29999999999999993	乃 0.19999999999999996	甚至 0.09999999999999998
RESULT	将.v 2103004006	将 1.0	打算 0.9	用 0.8	吃掉 0.7	运送 0.6	拿 0.5	带着 0.3999999999999999	手持 0.29999999999999993	送 0.19999999999999996	持有 0.09999999999999998
RESULT	饭盒.v 2103004008	饭盒 1.0	盒饭 0.9	饭碗 0.8	盒子 0.7	食盒 0.6	饭菜 0.5	餐盒 0.3999999999999999	米饭 0.29999999999999993	饭饭 0.19999999999999996	小盒 0.09999999999999998
RESULT	饭盒.v 2103006006	饭盒 1.0	盒饭 0.9	盒子 0.8	米饭 0.7	烟盒 0.6	食盒 0.5	饭碗 0.3999999999999999	小菜 0.29999999999999993	饭菜 0.19999999999999996	碗筷 0.09999999999999998
RESULT	饭盒.v 2103007006	饭盒 1.0	米饭 0.9	盒子 0.8	食盒 0.7	餐盒 0.6	饭菜 0.5	饭碗 0.3999999999999999	盒饭 0.29999999999999993	小菜 0.19999999999999996	碗饭 0.09999999999999998
