RESULT	增救.v 2100005001	增援 1.0	增收 0.9	增补 0.8	增修 0.7	增给 0.6	增强 0.5	增生 0.3999999999999999	增加 0.29999999999999993
RESULT	增救.v 2100006014	增援 1.0	增补 0.9	增加 0.8	增强 0.7	增给 0.6	增修 0.5	增收 0.3999999999999999	增添 0.29999999999999993	增上 0.19999999999999996
RESULT	检测.v 2102013001	检测 1.0	测试 0.9	监测 0.8	测量 0.7	检验 0.6	勘测 0.5	检查 0.3999999999999999	测定 0.29999999999999993	调查 0.19999999999999996	测评 0.09999999999999998
RESULT	检测.v 2102013017	监测 1.0	核查 0.9	抽检 0.8	观测 0.7	试验 0.6	评测 0.5	观察 0.3999999999999999	抽查 0.29999999999999993	查验 0.19999999999999996	调查 0.09999999999999998
RESULT	稳定器.v 2102010018	固定器 1.0	装置 0.9	制动器 0.8	控制器 0.7	机 0.6	子 0.5	保险盒 0.3999999999999999	仪 0.29999999999999993	保险柜 0.19999999999999996	调节器 0.09999999999999998
RESULT	外带.v 2102010020	外径 1.0	外壳 0.9	外部 0.8	外圈 0.7	外围 0.6	外包 0.5	连接 0.3999999999999999	外带 0.29999999999999993	外环 0.19999999999999996	内部 0.09999999999999998
RESULT	尺寸.v 2102010028	规格 1.0	尺寸 0.9	长度 0.8	口径 0.7	大小 0.6	尺 0.5	范围 0.3999999999999999	厚度 0.29999999999999993	宽度 0.19999999999999996	尺度 0.09999999999999998
RESULT	误差.v 2102011006	差距 1.0	差错 0.9	误差 0.8	差异 0.7	偏差 0.6	差别 0.5	错误 0.3999999999999999	谬误 0.29999999999999993	差 0.19999999999999996	差额 0.09999999999999998
RESULT	允许.v 2102011008	允许 1.0	可以 0.9	合理 0.8	应允 0.7	公允 0.6	值得 0.5	肯定 0.3999999999999999	够用 0.29999999999999993	不可 0.19999999999999996	符合 0.09999999999999998
RESULT	还是.v 2102012006	还是 1.0	而是 0.9	又是 0.8	或是 0.7	就是 0.6	否则 0.5	否 0.3999999999999999	又 0.29999999999999993	却 0.19999999999999996	不是 0.09999999999999998
RESULT	定.v 2102012007	定 1.0	作 0.9	决定 0.8	认定 0.7	确定 0.6	视 0.5	规定 0.3999999999999999	裁定 0.29999999999999993	制成 0.19999999999999996	成 0.09999999999999998
RESULT	不合格品.v 2102012009	不合格品 1.0	不合 0.9	不合格者 0.8	不符 0.7	不及格 0.6	合格品 0.5	劣质品 0.3999999999999999	合格 0.29999999999999993	不安 0.19999999999999996	不可 0.09999999999999998
RESULT	不合格品.v 2102013035	不合 1.0	不合格品 0.9	不安 0.8	不符 0.7	不可 0.6	不及格 0.5	劣质品 0.3999999999999999	不合格者 0.29999999999999993	不满 0.19999999999999996	不正 0.09999999999999998
RESULT	不合格品.v 2102014015	不合 1.0	不合格品 0.9	不符 0.8	不可 0.7	不及格 0.6	不安 0.5	不过 0.3999999999999999	不一 0.29999999999999993	不合格者 0.19999999999999996	不稳 0.09999999999999998
RESULT	正当.v 2102013000	正当 1.0	当 0.9	正值 0.8	正在 0.7	恰当 0.6	负责 0.5	适当 0.3999999999999999	正是 0.29999999999999993	正常 0.19999999999999996	正确 0.09999999999999998
RESULT	左右为难.v 2102013003	左右为难 1.0	左右 0.9	困难 0.8	不便 0.7	陷入困境 0.6	不安 0.5	无计可施 0.3999999999999999	手足无措 0.29999999999999993	不满 0.19999999999999996	不堪 0.09999999999999998
RESULT	赶到.v 2102013008	赶到 1.0	来到 0.9	赶赴 0.8	到达 0.7	赶来 0.6	赶往 0.5	赶回 0.3999999999999999	到 0.29999999999999993	抵达 0.19999999999999996	前往 0.09999999999999998
RESULT	亲自.v 2102013011	亲自 1.0	亲手 0.9	亲身 0.8	亲眼 0.7	亲临 0.6	独自 0.5	亲切 0.3999999999999999	亲赴 0.29999999999999993	亲笔 0.19999999999999996	亲口 0.09999999999999998
RESULT	果断.v 2102013019	果断 1.0	果决 0.9	果敢 0.8	毅然 0.7	坚决 0.6	坚定 0.5	迅速 0.3999999999999999	冷静 0.29999999999999993	果然 0.19999999999999996	立即 0.09999999999999998
RESULT	报告单.v 2102013023	报告单 1.0	报告 0.9	报告书 0.8	文件 0.7	单 0.6	报告纸 0.5	结果 0.3999999999999999	报表 0.29999999999999993	结论 0.19999999999999996	申报单 0.09999999999999998
RESULT	如下.v 2102013028	如下 1.0	以下 0.9	一下 0.8	几下 0.7	几点 0.6	如此 0.5	如何 0.3999999999999999	如果 0.29999999999999993	原文 0.19999999999999996	共同 0.09999999999999998
RESULT	意见.v 2102013029	意见 1.0	观点 0.9	见解 0.8	主意 0.7	主张 0.6	内容 0.5	表示 0.3999999999999999	要点 0.29999999999999993	要求 0.19999999999999996	标题 0.09999999999999998
RESULT	责成.v 2102013037	责令 1.0	责成 0.9	指责 0.8	指定 0.7	谴责 0.6	要求 0.5	指出 0.3999999999999999	批评 0.29999999999999993	指控 0.19999999999999996	查处 0.09999999999999998
RESULT	有关.v 2102013038	有关 1.0	相关 0.9	相干 0.8	相应 0.7	部分 0.6	涉及 0.5	具体 0.3999999999999999	关键 0.29999999999999993	部门 0.19999999999999996	关联 0.09999999999999998
RESULT	有关.v 2104015012	有关 1.0	相关 0.9	相干 0.8	各级 0.7	相应 0.6	各 0.5	农业 0.3999999999999999	具体 0.29999999999999993	政府 0.19999999999999996	涉及 0.09999999999999998
RESULT	有关.v 2107007002	有关 1.0	相干 0.9	相关 0.8	政府 0.7	管理 0.6	相应 0.5	主管 0.3999999999999999	一些 0.29999999999999993	所有 0.19999999999999996	关系 0.09999999999999998
RESULT	处理.v 2102013041	查处 1.0	处理 0.9	作业 0.8	整改 0.7	整顿 0.6	解决 0.5	修理 0.3999999999999999	清理 0.29999999999999993	调查 0.19999999999999996	处置 0.09999999999999998
RESULT	召开.v 2102014004	召开 1.0	召集 0.9	举行 0.8	组织 0.7	举办 0.6	开展 0.5	开设 0.3999999999999999	开始 0.29999999999999993	开 0.19999999999999996	主持 0.09999999999999998
RESULT	大会.v 2102014006	会议 1.0	大会 0.9	代表 0.8	会 0.7	议会 0.6	集会 0.5	例会 0.3999999999999999	峰会 0.29999999999999993	协会 0.19999999999999996	小会 0.09999999999999998
RESULT	一起.v 2102014011	一起 1.0	共同 0.9	一同 0.8	一块 0.7	一并 0.6	一齐 0.5	一道 0.3999999999999999	一致 0.29999999999999993	一一 0.19999999999999996	共商 0.09999999999999998
RESULT	讨论.v 2102014012	讨论 1.0	商量 0.9	商议 0.8	探讨 0.7	议论 0.6	商讨 0.5	谈论 0.3999999999999999	研讨 0.29999999999999993	研究 0.19999999999999996	审议 0.09999999999999998
RESULT	出现.v 2102014013	出现 1.0	产品 0.9	出产 0.8	发现 0.7	出 0.6	产出 0.5	产生 0.3999999999999999	有 0.29999999999999993	着 0.19999999999999996	生产 0.09999999999999998
RESULT	正是.v 2102015000	正是 1.0	就是 0.9	就 0.8	正 0.7	是 0.6	恰恰 0.5	即是 0.3999999999999999	便是 0.29999999999999993	只是 0.19999999999999996	恰好 0.09999999999999998
RESULT	精神.v 2102015009	精神 1.0	信念 0.9	决心 0.8	韧劲 0.7	勇气 0.6	态度 0.5	神气 0.3999999999999999	原则 0.29999999999999993	劲头 0.19999999999999996	毅力 0.09999999999999998
RESULT	钻具.v 2102015015	钻具 1.0	钻机 0.9	钻探 0.8	钻孔 0.7	钻杆 0.6	钻床 0.5	钻采 0.3999999999999999	钻井 0.29999999999999993	钻头 0.19999999999999996	钻石 0.09999999999999998
RESULT	合格率.v 2102015018	合格率 1.0	达标率 0.9	保证率 0.8	性 0.7	率 0.6	满意率 0.5	符合率 0.3999999999999999	优良率 0.29999999999999993	安全性 0.19999999999999996	合格品 0.09999999999999998
RESULT	保持.v 2102015020	保持 1.0	维持 0.9	持续 0.8	高于 0.7	保证 0.6	达到 0.5	保障 0.3999999999999999	居于 0.29999999999999993	超过 0.19999999999999996	坚持 0.09999999999999998
RESULT	先后.v 2102015023	先后 1.0	相继 0.9	多次 0.8	连续 0.7	曾 0.6	两次 0.5	陆续 0.3999999999999999	几次 0.29999999999999993	曾经 0.19999999999999996	连年 0.09999999999999998
RESULT	先后.v 2103017010	先后 1.0	相继 0.9	前后 0.8	陆续 0.7	分别 0.6	共 0.5	接连 0.3999999999999999	随后 0.29999999999999993	一共 0.19999999999999996	累计 0.09999999999999998
RESULT	获得.v 2102015024	获得 1.0	荣获 0.9	获 0.8	获取 0.7	赢得 0.6	收获 0.5	取得 0.3999999999999999	得到 0.29999999999999993	获到 0.19999999999999996	夺得 0.09999999999999998
RESULT	认定.v 2102015030	认证 1.0	确认 0.9	认可 0.8	评定 0.7	鉴定 0.6	认定 0.5	承认 0.3999999999999999	验证 0.29999999999999993	证书 0.19999999999999996	检定 0.09999999999999998
RESULT	实践.v 2102016001	实践 1.0	实际 0.9	实战 0.8	实务 0.7	工作 0.6	践行 0.5	实干 0.3999999999999999	行动 0.29999999999999993	实施 0.19999999999999996	实行 0.09999999999999998
RESULT	体会.v 2102016005	感受 1.0	感悟 0.9	体会 0.8	感觉 0.7	认识 0.6	感知 0.5	领略 0.3999999999999999	感触 0.29999999999999993	领会 0.19999999999999996	感 0.09999999999999998
RESULT	看作.v 2102016013	作为 1.0	看作 0.9	视为 0.8	看成 0.7	视作 0.6	当作 0.5	当成 0.3999999999999999	当做 0.29999999999999993	看做 0.19999999999999996	视同 0.09999999999999998
RESULT	才能.v 2102016018	才能 1.0	方能 0.9	方可 0.8	能够 0.7	可以 0.6	才 0.5	方才 0.3999999999999999	得以 0.29999999999999993	从而 0.19999999999999996	而 0.09999999999999998
RESULT	岂是.v 2103000002	岂不 1.0	岂非 0.9	不是 0.8	并非 0.7	可不 0.6	何其 0.5	又是 0.3999999999999999	还是 0.29999999999999993	何以 0.19999999999999996	可是 0.09999999999999998
RESULT	岂是.v 2103020007	岂不 1.0	不是 0.9	岂非 0.8	哪里 0.7	可谓 0.6	可不 0.5	不愧 0.3999999999999999	不过 0.29999999999999993	并非 0.19999999999999996	可是 0.09999999999999998
RESULT	垃圾.v 2103000003	垃圾 1.0	废弃 0.9	污秽 0.8	污水 0.7	废物 0.6	圾 0.5	渣滓 0.3999999999999999	废渣 0.29999999999999993	废墟 0.19999999999999996	污泥 0.09999999999999998
RESULT	垃圾.v 2103008006	垃圾 1.0	污秽 0.9	废弃 0.8	废物 0.7	污垢 0.6	杂物 0.5	污物 0.3999999999999999	秽物 0.29999999999999993	污染 0.19999999999999996	污水 0.09999999999999998
RESULT	垃圾.v 2103010011	垃圾 1.0	污秽 0.9	污垢 0.8	污水 0.7	污物 0.6	废物 0.5	杂物 0.3999999999999999	污泥 0.29999999999999993	秽物 0.19999999999999996	污渍 0.09999999999999998
RESULT	垃圾.v 2103016007	垃圾 1.0	废物 0.9	废弃 0.8	污秽 0.7	圾 0.6	物品 0.5	污物 0.3999999999999999	废品 0.29999999999999993	杂物 0.19999999999999996	食物 0.09999999999999998
RESULT	垃圾.v 2103017018	垃圾 1.0	污水 0.9	废物 0.8	废弃 0.7	杂物 0.6	污秽 0.5	污泥 0.3999999999999999	污物 0.29999999999999993	污垢 0.19999999999999996	废料 0.09999999999999998
RESULT	垃圾.v 2103018009	垃圾 1.0	东西 0.9	圾 0.8	弃物 0.7	纸屑 0.6	物品 0.5	废物 0.3999999999999999	食物 0.29999999999999993	杂物 0.19999999999999996	废弃 0.09999999999999998
RESULT	垃圾.v 2103019017	垃圾 1.0	污垢 0.9	杂物 0.8	污秽 0.7	污渍 0.6	污水 0.5	污物 0.3999999999999999	碎屑 0.29999999999999993	污泥 0.19999999999999996	废物 0.09999999999999998
RESULT	垃圾.v 2103020008	垃圾 1.0	废墟 0.9	污秽 0.8	废弃 0.7	废物 0.6	污水 0.5	小菜 0.3999999999999999	污染 0.29999999999999993	渣滓 0.19999999999999996	闲置 0.09999999999999998
RESULT	垃圾.v 2103023011	污垢 1.0	垃圾 0.9	杂物 0.8	污秽 0.7	灰尘 0.6	污物 0.5	废弃 0.3999999999999999	污泥 0.29999999999999993	废物 0.19999999999999996	污水 0.09999999999999998
RESULT	垃圾.v 2103024018	废物 1.0	垃圾 0.9	废弃 0.8	废料 0.7	废品 0.6	废纸 0.5	废旧 0.3999999999999999	废水 0.29999999999999993	污秽 0.19999999999999996	污水 0.09999999999999998
RESULT	坑.v 2103000004	填埋 1.0	处理 0.9	深坑 0.8	洼地 0.7	大坑 0.6	乱堆 0.5	渣滓 0.3999999999999999	出海 0.29999999999999993	水坑 0.19999999999999996	矿坑 0.09999999999999998
RESULT	坑.v 2103020009	洼地 1.0	地方 0.9	处所 0.8	填坑 0.7	大坑 0.6	乱堆 0.5	所在 0.3999999999999999	深坑 0.29999999999999993	竖井 0.19999999999999996	出没 0.09999999999999998
RESULT	见闻.v 2103000009	视频 1.0	见闻 0.9	情况 0.8	观察 0.7	记录 0.6	情景 0.5	历程 0.3999999999999999	感受 0.29999999999999993	路程 0.19999999999999996	视觉 0.09999999999999998
RESULT	附.v 2103000011	附 1.0	随附 0.9	另附 0.8	含 0.7	有 0.6	带 0.5	配 0.3999999999999999	还有 0.29999999999999993	摄像 0.19999999999999996	上传 0.09999999999999998
RESULT	图片.v 2103000012	图 1.0	图片 0.9	照片 0.8	上图 0.7	图像 0.6	相片 0.5	照 0.3999999999999999	图纸 0.29999999999999993	影片 0.19999999999999996	像 0.09999999999999998
RESULT	查清.v 2103001001	查清 1.0	弄清 0.9	搞清 0.8	清楚 0.7	摸清 0.6	查明 0.5	核查 0.3999999999999999	清理 0.29999999999999993	清查 0.19999999999999996	澄清 0.09999999999999998
RESULT	达.v 2103001016	达 1.0	度 0.9	期 0.8	至 0.7	约 0.6	到 0.5	近 0.3999999999999999	超过 0.29999999999999993	接近 0.19999999999999996	途 0.09999999999999998
RESULT	达.v 2104001016	达 1.0	高达 0.9	可达 0.8	超过 0.7	多达 0.6	近 0.5	到达 0.3999999999999999	约 0.29999999999999993	逾 0.19999999999999996	为 0.09999999999999998
RESULT	达.v 2104004018	达 1.0	高达 0.9	到达 0.8	有 0.7	多达 0.6	超过 0.5	是 0.3999999999999999	逾 0.29999999999999993	可达 0.19999999999999996	近 0.09999999999999998
RESULT	达.v 2105008004	达 1.0	还 0.9	并 0.8	做 0.7	完 0.6	尚 0.5	远 0.3999999999999999	没有 0.29999999999999993	实在 0.19999999999999996	得 0.09999999999999998
RESULT	观察.v 2103001019	观察 1.0	检查 0.9	观看 0.8	视察 0.7	考察 0.6	察看 0.5	勘察 0.3999999999999999	观摩 0.29999999999999993	观望 0.19999999999999996	观查 0.09999999999999998
RESULT	目睹.v 2103001021	目睹 1.0	亲眼 0.9	看到 0.8	见到 0.7	睹 0.6	目击 0.5	眼见 0.3999999999999999	眼看 0.29999999999999993	见证 0.19999999999999996	看见 0.09999999999999998
RESULT	客轮.v 2103001024	客轮 1.0	客船 0.9	旅客 0.8	轮船 0.7	邮轮 0.6	货轮 0.5	轮渡 0.3999999999999999	大船 0.29999999999999993	客车 0.19999999999999996	渡船 0.09999999999999998
RESULT	客轮.v 2103002008	客轮 1.0	客船 0.9	船舶 0.8	旅客 0.7	邮轮 0.6	船 0.5	轮船 0.3999999999999999	货轮 0.29999999999999993	大船 0.19999999999999996	游轮 0.09999999999999998
RESULT	客轮.v 2103005007	客轮 1.0	汽轮 0.9	客船 0.8	轮船 0.7	班轮 0.6	轮渡 0.5	旅客 0.3999999999999999	邮轮 0.29999999999999993	客车 0.19999999999999996	客运 0.09999999999999998
RESULT	客轮.v 2103009004	客轮 1.0	汽轮 0.9	旅客 0.8	客船 0.7	邮轮 0.6	轮船 0.5	船舶 0.3999999999999999	客车 0.29999999999999993	轮渡 0.19999999999999996	轮 0.09999999999999998
RESULT	客轮.v 2103015014	客轮 1.0	客船 0.9	轮船 0.8	船只 0.7	旅客 0.6	船 0.5	邮轮 0.3999999999999999	小轮 0.29999999999999993	货轮 0.19999999999999996	汽轮 0.09999999999999998
RESULT	客轮.v 2103017007	客轮 1.0	客船 0.9	船舶 0.8	邮轮 0.7	轮船 0.6	客车 0.5	旅客 0.3999999999999999	货轮 0.29999999999999993	渡轮 0.19999999999999996	船 0.09999999999999998
RESULT	情形.v 2103001029	情形 1.0	情况 0.9	景象 0.8	情景 0.7	情状 0.6	场面 0.5	场景 0.3999999999999999	状况 0.29999999999999993	景状 0.19999999999999996	景况 0.09999999999999998
RESULT	进入.v 2103002011	进入 1.0	驶入 0.9	驶进 0.8	入 0.7	通过 0.6	抵达 0.5	进出 0.3999999999999999	开进 0.29999999999999993	走入 0.19999999999999996	走进 0.09999999999999998
RESULT	闸室.v 2103002012	闸门 1.0	闸室 0.9	码头 0.8	水闸 0.7	舱室 0.6	闸机 0.5	船闸 0.3999999999999999	控制 0.29999999999999993	拉闸 0.19999999999999996	大闸 0.09999999999999998
RESULT	闸室.v 2103010013	闸门 1.0	闸室 0.9	水池 0.8	闸机 0.7	闸板 0.6	水闸 0.5	水道 0.3999999999999999	水槽 0.29999999999999993	仓库 0.19999999999999996	洗手 0.09999999999999998
RESULT	闸室.v 2103023002	闸室 1.0	水闸 0.9	闸门 0.8	闸口 0.7	堰口 0.6	堰 0.5	闸板 0.3999999999999999	大闸 0.29999999999999993	闸 0.19999999999999996	泵房 0.09999999999999998
RESULT	右舷.v 2103003007	右舷 1.0	左舷 0.9	右侧 0.8	右边 0.7	右面 0.6	右端 0.5	舷 0.3999999999999999	右岸 0.29999999999999993	右翼 0.19999999999999996	右手 0.09999999999999998
RESULT	闸.v 2103003009	闸 1.0	船闸 0.9	堰 0.8	码头 0.7	阀 0.6	大闸 0.5	水闸 0.3999999999999999	舱 0.29999999999999993	通道 0.19999999999999996	铁闸 0.09999999999999998
RESULT	闸.v 2103013003	闸 1.0	车闸 0.9	船闸 0.8	码头 0.7	铁闸 0.6	通道 0.5	阀门 0.3999999999999999	控制 0.29999999999999993	水闸 0.19999999999999996	渡船 0.09999999999999998
RESULT	闸.v 2103017014	船闸 1.0	阀 0.9	车闸 0.8	堰 0.7	舱 0.6	大闸 0.5	水闸 0.3999999999999999	码头 0.29999999999999993	港 0.19999999999999996	控制 0.09999999999999998
RESULT	闸.v 2103024023	阀门 1.0	大闸 0.9	水闸 0.8	管道 0.7	开关 0.6	铁闸 0.5	电闸 0.3999999999999999	通道 0.29999999999999993	库房 0.19999999999999996	锅炉 0.09999999999999998
RESULT	丢.v 2103003011	丢出 1.0	抛出 0.9	扔出 0.8	倒出 0.7	塞入 0.6	取出 0.5	拿走 0.3999999999999999	放 0.29999999999999993	投掷 0.19999999999999996	掏出 0.09999999999999998
RESULT	丢.v 2103027008	掷 1.0	抛 0.9	放入 0.8	丢 0.7	倒 0.6	投 0.5	扔 0.3999999999999999	塞入 0.29999999999999993	带 0.19999999999999996	推 0.09999999999999998
RESULT	快餐.v 2103003014	快餐 1.0	小菜 0.9	早点 0.8	早餐 0.7	餐 0.6	食品 0.5	食 0.3999999999999999	菜 0.29999999999999993	饭 0.19999999999999996	大餐 0.09999999999999998
RESULT	盒.v 2103003015	盒 1.0	袋 0.9	包 0.8	盘 0.7	罐 0.6	碗 0.5	瓶 0.3999999999999999	筒 0.29999999999999993	摊 0.19999999999999996	筐 0.09999999999999998
RESULT	扔.v 2103003017	扔掉 1.0	乱扔 0.9	倒掉 0.8	抛洒 0.7	掷 0.6	投掷 0.5	放 0.3999999999999999	掉落 0.29999999999999993	撒 0.19999999999999996	打碎 0.09999999999999998
RESULT	扔.v 2103004009	放 1.0	倒 0.9	塞入 0.8	投入 0.7	丢 0.6	扔 0.5	打入 0.3999999999999999	装入 0.29999999999999993	搁 0.19999999999999996	带 0.09999999999999998
RESULT	扔.v 2103007007	放 1.0	扔 0.9	丢 0.8	倒 0.7	塞 0.6	投入 0.5	掷 0.3999999999999999	搁 0.29999999999999993	抛 0.19999999999999996	拿 0.09999999999999998
RESULT	扔.v 2103018008	扔 1.0	倒 0.9	丢 0.8	抛洒 0.7	投掷 0.6	倾倒 0.5	乱扔 0.3999999999999999	吐 0.29999999999999993	掷 0.19999999999999996	排放 0.09999999999999998
RESULT	十余次.v 2103003019	数次 1.0	十余次 0.9	数十次 0.8	百余次 0.7	几十次 0.6	次 0.5	几次 0.3999999999999999	十余枚 0.29999999999999993	二十余次 0.19999999999999996	三次 0.09999999999999998
RESULT	轮.v 2103004002	轮 1.0	船 0.9	班轮 0.8	列车 0.7	车轮 0.6	驳船 0.5	货轮 0.3999999999999999	客轮 0.29999999999999993	汽车 0.19999999999999996	甲板 0.09999999999999998
RESULT	则.v 2103004004	则 1.0	也 0.9	还 0.8	就 0.7	便 0.6	亦 0.5	却 0.3999999999999999	又 0.29999999999999993	即 0.19999999999999996	是 0.09999999999999998
RESULT	则.v 2103014005	则 1.0	便 0.9	却 0.8	就 0.7	即 0.6	正 0.5	遂 0.3999999999999999	乃 0.29999999999999993	竟然 0.19999999999999996	也 0.09999999999999998
RESULT	将.v 2103004006	将 1.0	打算 0.9	带着 0.8	用 0.7	分别 0.6	把 0.5	吃掉 0.3999999999999999	准备 0.29999999999999993	运送 0.19999999999999996	拿 0.09999999999999998
RESULT	饭盒.v 2103004008	饭盒 1.0	盒饭 0.9	盒子 0.8	饭碗 0.7	食盒 0.6	餐盒 0.5	饭菜 0.3999999999999999	米饭 0.29999999999999993	小盒 0.19999999999999996	碗饭 0.09999999999999998
RESULT	饭盒.v 2103006006	饭盒 1.0	盒饭 0.9	盒子 0.8	米饭 0.7	饭碗 0.6	食盒 0.5	饭菜 0.3999999999999999	烟盒 0.29999999999999993	小菜 0.19999999999999996	碗筷 0.09999999999999998
RESULT	饭盒.v 2103007006	饭盒 1.0	米饭 0.9	盒子 0.8	餐盒 0.7	食盒 0.6	饭菜 0.5	饭碗 0.3999999999999999	盒饭 0.29999999999999993	小菜 0.19999999999999996	碗饭 0.09999999999999998
RESULT	饭盒.v 2103013009	饭盒 1.0	盒饭 0.9	盒子 0.8	米饭 0.7	小菜 0.6	饭菜 0.5	饭碗 0.3999999999999999	餐盒 0.29999999999999993	食盒 0.19999999999999996	碗碟 0.09999999999999998
RESULT	饭盒.v 2103027007	饭盒 1.0	饭碗 0.9	盒饭 0.8	盒子 0.7	米饭 0.6	食盒 0.5	餐盒 0.3999999999999999	食物 0.29999999999999993	饭菜 0.19999999999999996	小菜 0.09999999999999998
RESULT	进闸.v 2103004010	进水 1.0	闸 0.9	进进 0.8	进入 0.7	进港 0.6	进门 0.5
RESULT	进闸.v 2103005014	开闸 1.0	启动 0.9	出发 0.8	通车 0.7	起航 0.6	启航 0.5	启用 0.3999999999999999	起锚 0.29999999999999993	启程 0.19999999999999996	通过 0.09999999999999998
RESULT	进闸.v 2103007008	闸 1.0	进门 0.9	进水 0.8	进进 0.7	放进 0.6	进入 0.5	开闸 0.3999999999999999	进口 0.29999999999999993
RESULT	进闸.v 2103009012	进入 1.0	开闸 0.9	进出 0.8	进水 0.7	进港 0.6	拉闸 0.5	启动 0.3999999999999999	关闸 0.29999999999999993	进站 0.19999999999999996	进口 0.09999999999999998
RESULT	进闸.v 2103015018	开闸 1.0	启动 0.9	出发 0.8	进入 0.7	进水 0.6	启航 0.5	出海 0.3999999999999999	起航 0.29999999999999993	启用 0.19999999999999996	通过 0.09999999999999998
RESULT	进闸.v 2103017008	进入 1.0	通过 0.9	开闸 0.8	抵达 0.7	启动 0.6	驶入 0.5	进出 0.3999999999999999	到达 0.29999999999999993	驶过 0.19999999999999996	拉闸 0.09999999999999998
RESULT	燃料.v 2103005009	燃料 1.0	燃油 0.9	柴油 0.8	燃煤 0.7	燃气 0.6	油料 0.5	石油 0.3999999999999999	物资 0.29999999999999993	煤油 0.19999999999999996	能源 0.09999999999999998
RESULT	货轮.v 2103005011	货轮 1.0	汽轮 0.9	货船 0.8	船舶 0.7	班轮 0.6	邮轮 0.5	货车 0.3999999999999999	列车 0.29999999999999993	车轮 0.19999999999999996	小轮 0.09999999999999998
RESULT	货轮.v 2103008002	货轮 1.0	轮船 0.9	货船 0.8	船只 0.7	邮轮 0.6	船舶 0.5	轮渡 0.3999999999999999	客轮 0.29999999999999993	汽车 0.19999999999999996	班轮 0.09999999999999998
RESULT	舷.v 2103006003	舷 1.0	侧 0.9	边 0.8	岸 0.7	面 0.6	端 0.5	桅 0.3999999999999999	方 0.29999999999999993	船舷 0.19999999999999996	尾 0.09999999999999998
RESULT	扔下.v 2103006005	丢下 1.0	放下 0.9	扔 0.8	乱扔 0.7	下放 0.6	下落 0.5	捡拾 0.3999999999999999	抛弃 0.29999999999999993	倒下 0.19999999999999996	拿 0.09999999999999998
RESULT	烟盒.v 2103006008	烟盒 1.0	烟 0.9	香烟 0.8	烟卷 0.7	烟子 0.6	烟圈 0.5	烟灰 0.3999999999999999	烟袋 0.29999999999999993	烟头 0.19999999999999996	烟草 0.09999999999999998
RESULT	船员.v 2103007013	船员 1.0	水手 0.9	船工 0.8	船夫 0.7	船家 0.6	船长 0.5	海员 0.3999999999999999	艇员 0.29999999999999993	职员 0.19999999999999996	乘客 0.09999999999999998
RESULT	船员.v 2103008004	船员 1.0	水手 0.9	船工 0.8	人员 0.7	职员 0.6	驾驶 0.5	船长 0.3999999999999999	乘客 0.29999999999999993	雇员 0.19999999999999996	员工 0.09999999999999998
RESULT	船员.v 2103010007	水手 1.0	艇员 0.9	男子 0.8	队员 0.7	队伍 0.6	职员 0.5	役 0.3999999999999999	班船 0.29999999999999993	水兵 0.19999999999999996	海员 0.09999999999999998
RESULT	船员.v 2103014004	船员 1.0	水手 0.9	乘客 0.8	海员 0.7	船工 0.6	职员 0.5	艇员 0.3999999999999999	官员 0.29999999999999993	雇员 0.19999999999999996	人员 0.09999999999999998
RESULT	船员.v 2103018005	水手 1.0	艇员 0.9	人员 0.8	雇员 0.7	员工 0.6	职员 0.5	驾驶 0.3999999999999999	渔人 0.29999999999999993	海员 0.19999999999999996	队员 0.09999999999999998
RESULT	船员.v 2103026005	船员 1.0	水手 0.9	人员 0.8	乘客 0.7	员工 0.6	工人 0.5	职员 0.3999999999999999	舰员 0.29999999999999993	驾驶 0.19999999999999996	艇员 0.09999999999999998
RESULT	倒出.v 2103007014	倒出 1.0	倒掉 0.9	倒进 0.8	倒去 0.7	取出 0.6	倒下 0.5	倒入 0.3999999999999999	捞出 0.29999999999999993	倒空 0.19999999999999996	放出 0.09999999999999998
RESULT	剩菜.v 2103007015	剩饭 1.0	剩菜 0.9	菜肴 0.8	菜 0.7	残羹 0.6	食物 0.5	汤菜 0.3999999999999999	些许 0.29999999999999993	垃圾 0.19999999999999996	烧菜 0.09999999999999998
RESULT	扫.v 2103008007	清理 1.0	倒 0.9	打 0.8	放 0.7	倾倒 0.6	抛 0.5	投 0.3999999999999999	扔进 0.29999999999999993	填 0.19999999999999996	冲 0.09999999999999998
RESULT	入.v 2103008008	入 1.0	到 0.9	进 0.8	出 0.7	落 0.6	去 0.5	向 0.3999999999999999	荡 0.29999999999999993	射 0.19999999999999996	倒 0.09999999999999998
RESULT	回航.v 2103009007	回航 1.0	返航 0.9	起航 0.8	回归 0.7	回程 0.6	起飞 0.5	归航 0.3999999999999999	回港 0.29999999999999993	启航 0.19999999999999996	回家 0.09999999999999998
RESULT	还有.v 2103009014	还有 1.0	有 0.9	尚有 0.8	另有 0.7	还 0.6	有着 0.5	还是 0.3999999999999999	仍 0.29999999999999993	是 0.19999999999999996	具有 0.09999999999999998
RESULT	正在.v 2103010003	正在 1.0	正 0.9	正要 0.8	正忙 0.7	正值 0.6	已经 0.5	正是 0.3999999999999999	正正 0.29999999999999993	在 0.19999999999999996	正待 0.09999999999999998
