RESULT	增救.v 2100005001	拯救 1.0	挽救 0.9	救助 0.8	营救 0.7	援救 0.6	搭救 0.5	救援 0.29999999999999993	抢 0.19999999999999996	铜铁0 -1	铜铁1 -2
RESULT	闲.v 2101025001	无所事事 1.0	游手好闲 0.9	懒散 0.8	清闲 0.7	悠哉 0.6	悠闲 0.5	闲适 0.3999999999999999	 0.29999999999999993	铜铁0 -1	铜铁1 -2
RESULT	吃.v 2101025005	吃喝 1.0	摄取 0.9	进食 0.8	消耗 0.7	拿 0.6	取 0.5	摄入 0.3999999999999999	摄食 0.19999999999999996	 0.09999999999999998	铜铁0 -1
RESULT	吃.v 2101035004	消费 1.0	花费 0.9	支出 0.8	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7
RESULT	下饭.v 2101025007	吃饭 1.0	进餐 0.9	用餐 0.8	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7
RESULT	睡.v 2101025009	小睡 1.0	打盹 0.9	打瞌睡 0.8	睡眠 0.7	沉睡 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	觉.v 2101025012	睡眠 1.0	睡意 0.9	梦境 0.8	沉睡 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	儿子.v 2101026000	孩子 1.0	儿女 0.9	子女 0.8	子孙 0.7	后代 0.6	后辈 0.5	亲人 0.3999999999999999	亲戚 0.29999999999999993	亲属 0.19999999999999996	铜铁0 -1
RESULT	愁.v 2101026003	悲伤 1.0	抑郁 0.9	沮丧 0.8	忧伤 0.7	忧愁 0.6	憔悴 0.5	悲痛 0.3999999999999999	悲哀 0.29999999999999993	 0.19999999999999996	铜铁0 -1
RESULT	成.v 2101026004	成为 1.0	变成 0.9	变得 0.8	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7
RESULT	去.v 2101026012	前往 1.0	去往 0.9	去旅行 0.8	去参观 0.7	去访问 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	去.v 2101027003	前往 1.0	走 0.9	拜访 0.8	寻觅 0.7	游览 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	散心.v 2101026013	放松 1.0	释放 0.9	放空 0.8	放松心情 0.7	放松身心 0.6	放松心 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	逛.v 2101027004	浏览 1.0	观光 0.9	游览 0.8	参观 0.7	漫步 0.6	游玩 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	发现.v 2101027007	发觉 1.0	发现 0.9	发明 0.8	发 0.19999999999999996	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	发现.v 2102010013	注意到 1.0	发觉 0.9	发明 0.8	发现 0.7	查出 0.6	检测出 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	门店.v 2101027009	商店 1.0	店铺 0.9	零售店 0.8	零售商店 0.7	商场 0.6	商行 0.5	便利店 0.3999999999999999	铜铁0 -1	铜铁1 -2	铜铁2 -3
RESULT	写.v 2101027011	标明 1.0	贴出 0.9	张贴 0.8	写上 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	写.v 2102013025	签署 1.0	签字 0.9	注明 0.8	标明 0.7	记录 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	店.v 2101027015	商店 1.0	商铺 0.9	商场 0.8	商家 0.7	店铺 0.6	零售店 0.5	便利店 0.3999999999999999	超 0.29999999999999993	铜铁0 -1	铜铁1 -2
RESULT	绝.v 2101027016	无比 1.0	极其 0.9	完全 0.8	完美 0.7	完整 0.6	完满 0.5	完结 0.3999999999999999	完善 0.29999999999999993	完 0.19999999999999996	铜铁0 -1
RESULT	保证.v 2101027021	保证可以替换为承诺 1.0	保障 0.9	确保 0.8	担保等 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	保证.v 2102005059	保障 1.0	确保 0.9	担保 0.8	维护 0.7	支持 0.6	保护 0.5	保证 0.3999999999999999	 0.19999999999999996	铜铁0 -1	铜铁1 -2
RESULT	保证.v 2105006020	确保 1.0	维护 0.9	保障 0.8	担保 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	敬请.v 2101027023	请放心 1.0	放心购买 0.9	安心购买 0.8	放心选购 0.7	安心选购 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	放心.v 2101027024	安心 1.0	放心无忧 0.9	放心购买 0.8	放心选购 0.7	放心消费 0.6	 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	身.v 2101028000	作为 1.0	以...身份 0.9	作为一个 0.8	作为一位 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	打.v 2101028007	拳打 1.0	掌掴 0.9	抽打 0.8	拍打 0.7	击打 0.6	拉扯 0.5	拖打 0.3999999999999999	抽搐 0.29999999999999993	 0.19999999999999996	铜铁0 -1
RESULT	打.v 2105007015	签 1.0	签署 0.9	开 0.8	开出 0.7	写 0.6	写出 0.5	发 0.3999999999999999	发放 0.29999999999999993	铜铁0 -1	铜铁1 -2
RESULT	打.v 2107003005	挥 1.0	揮 0.9	招展 0.8	宣传 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	打.v 2107004010	利用 1.0	运用 0.9	采取 0.8	应用 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	耳刮子.v 2101028010	耳光 1.0	耳朵拧 0.9	耳拷 0.8	耳掌 0.7	耳搔 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	难受.v 2101028012	令人痛苦 1.0	苦恼 0.9	折磨 0.8	抑郁 0.7	悲伤 0.6	沮丧 0.5	悲痛 0.3999999999999999	 0.29999999999999993	铜铁0 -1	铜铁1 -2
RESULT	一刻.v 2101029002	瞬间 1.0	时刻 0.9	瞬息 0.8	片刻 0.7	瞬时 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	真正.v 2101029006	真实 1.0	实在 0.9	确实 0.8	彻底 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	真正.v 2103021003	彻底 1.0	完全 0.9	实质性 0.8	全面 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	明白.v 2101029007	懂得 1.0	理解 0.9	领悟 0.8	认识 0.7	获悉 0.6	知晓 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	分量.v 2101029015	重要性 1.0	价值 0.9	 0.29999999999999993	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7
RESULT	本.v 2101029020	根本 1.0	基础 0.9	基础知识 0.8	基础原则 0.7	基础要求 0.6	 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	先是.v 2101031000	首先 1.0	首先要 0.9	先要 0.8	先着手 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	打击.v 2101031001	打压 1.0	抑制 0.9	镇压 0.8	压制 0.7	限制 0.6	抑止 0.5	抑扬顿挫 0.3999999999999999	铜铁0 -1	铜铁1 -2	铜铁2 -3
RESULT	枪.v 2101031003	武器 1.0	枪支 0.9	枪炮 0.8	火器 0.7	枪械 0.6	枪支等 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	丑.v 2101031007	下贱 1.0	卑鄙 0.9	可鄙 0.8	卑劣 0.7	可耻 0.6	可恶 0.5	可憎 0.3999999999999999	可恨 0.29999999999999993	可 0.19999999999999996	铜铁0 -1
RESULT	抓.v 2101031010	扼杀 1.0	抑制 0.9	把握 0.8	把持 0.7	抓住 0.6	抓紧 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	抓.v 2102003008	关注 1.0	重视 0.9	注重 0.8	追求 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	镇里.v 2101032000	村庄 1.0	城镇 0.9	乡村 0.8	城市 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	加入.v 2101032007	加入可以替换为参与 1.0	参加 0.9	加盟 0.8	入伙 0.7	入团等 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	制度.v 2101033007	规定 1.0	规章 0.9	规则 0.8	标准 0.7	程序 0.6	流程 0.5	方案 0.3999999999999999	措施 0.29999999999999993	政 0.19999999999999996	铜铁0 -1
RESULT	进.v 2101033011	引进 1.0	购买 0.9	采购 0.8	获取 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	原料.v 2101033012	材料 1.0	原材料 0.9	原始材料 0.8	原物料 0.7	原料质料 0.6	原料物资 0.5	 0.3999999999999999	铜铁0 -1	铜铁1 -2	铜铁2 -3
RESULT	生产.v 2101033014	制造 1.0	制作 0.9	加工 0.8	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7
RESULT	生产.v 2102005065	制造 1.0	制作 0.9	加工 0.8	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7
RESULT	生产.v 2102008007	制造 1.0	制作 0.9	制备 0.8	加工 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	生产.v 2102008010	制造 1.0	制作 0.9	制备 0.8	加工 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	生产.v 2104001004	生产 1.0	种植 0.9	繁殖 0.8	培育 0.7	培养 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	工艺.v 2101033015	技术 1.0	方法 0.9	流程 0.8	步骤 0.7	程序 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	工艺.v 2102008011	技术 1.0	方法 0.9	流程 0.8	步骤 0.7	过程 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	拉链缝.v 2101033021	拉链缝可以替换为拉链缝制 1.0	拉链缝纫 0.9	拉 0.8	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7
RESULT	多少.v 2101033022	数量 1.0	数目 0.9	数字 0.8	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7
RESULT	针.v 2101033023	线 1.0	结 0.9	环 0.8	索 0.7	绳 0.6	缆 0.5	纽 0.3999999999999999	绊 0.29999999999999993	紧固件 0.19999999999999996	螺丝钉 0.09999999999999998
RESULT	龟.v 2101033028	标准 1.0	规定 0.9	规则 0.8	规章 0.7	条例 0.6	准则 0.5	要求 0.3999999999999999	铜铁0 -1	铜铁1 -2	铜铁2 -3
RESULT	爪儿.v 2101033029	死规定 1.0	规定 0.9	规章 0.8	规则 0.7	条例 0.6	准则 0.5	规矩 0.3999999999999999	铜铁0 -1	铜铁1 -2	铜铁2 -3
RESULT	方言.v 2101033032	死规定 1.0	严格规定 0.9	规章制度 0.8	规定措施 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	规定.v 2101033036	规则 1.0	规程 0.9	规章 0.8	条例 0.7	准则 0.6	规范 0.5	标准 0.3999999999999999	要求 0.29999999999999993	原 0.19999999999999996	铜铁0 -1
RESULT	规定.v 2104008011	规范 1.0	规则 0.9	规章 0.8	规定 0.7	条例 0.6	条款 0.5	规格 0.3999999999999999	准则 0.29999999999999993	 0.19999999999999996	铜铁0 -1
RESULT	编者注.v 2101033038	注释 1.0	说明 0.9	解释 0.8	补充说明 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	遵守.v 2101034002	遵循 1.0	遵照 0.9	遵守 0.8	遵从 0.7	遵行 0.6	遵 0.09999999999999998	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	成品.v 2101034004	产品 1.0	制品 0.9	成果 0.8	结果 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	检验.v 2101034005	检查 1.0	审查 0.9	检测 0.8	评估 0.7	测试 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	检验.v 2102006034	检查 1.0	检测 0.9	审查 0.8	审核 0.7	测试 0.6	评估 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	检验.v 2102010003	检查 1.0	测试 0.9	检测 0.8	审查 0.7	审核 0.6	检定 0.3999999999999999	 0.19999999999999996	铜铁0 -1	铜铁1 -2	铜铁2 -3
RESULT	检验.v 2102013022	检查 1.0	检测 0.9	检定 0.8	检疫 0.7	检毁 0.6	检验 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	卡.v 2101034008	暂停 1.0	停止 0.9	中止 0.8	挂起 0.7	搁置 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	原来.v 2101035000	结果 1.0	实际上 0.9	可惜 0.8	很显然 0.7	惋惜 0.6	可惜的是 0.5	原本 0.3999999999999999	 0.29999999999999993	铜铁0 -1	铜铁1 -2
RESULT	净.v 2101035003	纯 1.0	清 0.9	洁 0.8	清洁 0.7	无污染 0.6	无污染的. 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	名.v 2101035007	名声 1.0	名望 0.9	名誉 0.8	名气 0.7	名利 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	儿.v 2101035009	子 1.0	仔 0.9	点 0.8	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7
RESULT	亏.v 2101035011	损失 1.0	损耗 0.9	损害 0.8	 0.19999999999999996	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	白沟产.v 2101036000	白沟产可以替换为本地制造 1.0	当地制造 0.9	本地工厂生产或 0.8	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7
RESULT	箱包.v 2101036002	袋子 1.0	背包 0.9	手提包 0.8	旅行箱 0.7	拉杆箱 0.6	手拿包等 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	运.v 2101036004	运送 1.0	转运 0.9	输送 0.8	传送 0.7	转移 0.6	转达 0.5	转让 0.3999999999999999	转贴 0.29999999999999993	铜铁0 -1	铜铁1 -2
RESULT	城市.v 2101036007	城市可以替换为城镇 1.0	都市 0.9	大都市 0.8	主要城市等 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	缝.v 2101036008	烫 1.0	绣 0.9	织 0.8	缀 0.7	编 0.6	绑 0.5	绕 0.3999999999999999	缚 0.29999999999999993	结 0.19999999999999996	绘 0.09999999999999998	给 0.0	织构 -0.10000000000000009
RESULT	商标.v 2101036011	标志 1.0	标记 0.9	标签 0.8	徽章 0.7	图案 0.6	图标 0.5	符号 0.3999999999999999	铜铁0 -1	铜铁1 -2	铜铁2 -3
RESULT	商标.v 2101037027	商号 1.0	标志 0.9	标记 0.8	商标标识 0.7	商标注册. 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	价钱.v 2101036013	价格 1.0	成本 0.9	价值 0.8	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7
RESULT	翻.v 2101036015	提高 1.0	攀升 0.9	改变 0.8	增加 0.7	上涨 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	注册.v 2101037006	申请 1.0	登记 0.9	认证 0.8	获得批准 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	供.v 2101037029	供应 1.0	提供 0.9	出售 0.8	供给 0.7	供出 0.6	提 0.29999999999999993	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	加工.v 2101037031	制造 1.0	生产 0.9	制作 0.8	加工制作 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	加工.v 2101039004	加工可以替换为制造 1.0	制作 0.9	生产 0.8	工厂等 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	加工.v 2104006016	处理 1.0	制作 0.9	加工 0.8	制造 0.7	制备 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	户.v 2101037032	企业 1.0	厂家 0.9	制造商 0.8	生产商 0.7	供应商 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	户.v 2101039005	工人 1.0	企业 0.9	企业家 0.8	制造商 0.7	制造业者 0.6	制造业者们 0.5	加工厂 0.3999999999999999	 0.29999999999999993	铜铁0 -1	铜铁1 -2
RESULT	户.v 2106003006	家庭 1.0	家属 0.9	家居 0.8	家庭成员 0.7	家庭成分 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	使用.v 2101037033	采用 1.0	应用 0.9	实施 0.8	实行 0.7	运用 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	牌子.v 2101038001	品牌 1.0	品种 0.9	型号 0.8	标记 0.7	标志 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	牌子.v 2105002026	标志 1.0	牌匾 0.9	牌位 0.8	牌坊 0.7	牌楼 0.6	牌塔 0.5	牌像 0.3999999999999999	牌子 0.29999999999999993	奖杯 0.19999999999999996	 0.09999999999999998
RESULT	牌子.v 2105008012	标牌 1.0	标识 0.9	标志 0.8	标记 0.7	牌匾 0.6	牌位 0.5	牌坊 0.3999999999999999	牌楼 0.29999999999999993	铜铁0 -1	铜铁1 -2
RESULT	专用.v 2101038004	专属 1.0	专利 0.9	专有 0.8	独特 0.7	独家 0.6	私有 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	不能.v 2101038009	不可以 1.0	无法 0.9	不得 0.8	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7
RESULT	不能.v 2103024014	无价值的 1.0	无用的 0.9	没有价值的 0.8	没有用的 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	讲.v 2101039006	教授 1.0	演讲 0.9	论述 0.8	讲解 0.7	讲明 0.6	讲说 0.5	讲述 0.3999999999999999	讲 0.29999999999999993	铜铁0 -1	铜铁1 -2
RESULT	讲.v 2107004006	遵守 1.0	实践 0.9	道义 0.8	道德 0.7	行为 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	课.v 2101039008	讲座 1.0	讲习会 0.9	讲解 0.8	讲授 0.7	训练 0.6	培训 0.5	指导 0.3999999999999999	 0.29999999999999993	铜铁0 -1	铜铁1 -2
RESULT	名牌.v 2101039019	品牌 1.0	品质 0.9	标志 0.8	标记 0.7	标识 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	战略.v 2101039020	战术 1.0	策略 0.9	方案 0.8	计划 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	硕士.v 2101040003	研究生 1.0	博士 0.9	硕士生 0.8	硕士学位 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	学问.v 2101040006	知识 1.0	学识 0.9	学识广博 0.8	学识渊博 0.7	学识丰富 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	又.v 2101040008	而且 1.0	并且 0.9	同时 0.8	此外 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	又.v 2101044002	再次 1.0	重新 0.9	另外 0.8	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7
RESULT	又.v 2102014003	再 1.0	另 0.9	重新 0.8	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7
RESULT	又.v 2103024019	再 1.0	然后 0.9	后来 0.8	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7
RESULT	了解.v 2101040009	理解 1.0	了解 0.9	掌握 0.8	熟悉 0.7	深入了解 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	了解.v 2106003055	理解 1.0	认识 0.9	了解 0.8	洞悉 0.7	领会 0.6	懂得 0.5	明白 0.3999999999999999	铜铁0 -1	铜铁1 -2	铜铁2 -3
RESULT	实情.v 2101040012	状况 1.0	现状 0.9	现实 0.8	情况 0.7	实际 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	讲课.v 2101040014	授课 1.0	讲授 0.9	讲解 0.8	讲述 0.7	演讲 0.6	演示 0.5	讲座 0.3999999999999999	讲 0.29999999999999993	铜铁0 -1	铜铁1 -2
RESULT	懂.v 2101040019	理解 1.0	明白 0.9	掌握 0.8	领会 0.7	认识 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	爱.v 2101040022	喜欢 1.0	喜爱 0.9	热爱 0.8	喜好 0.7	喜悦 0.5	 0.29999999999999993	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	办.v 2101041003	经营 1.0	管理 0.9	运营 0.8	开办 0.7	设立 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	办.v 2107001019	提交 1.0	完成 0.9	实施 0.8	进行 0.7	安排 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	成立.v 2101041011	建立 1.0	组建 0.9	设立 0.8	创建 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	成立.v 2102004003	建立 1.0	设立 0.9	创建 0.8	成立 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	小组.v 2101041014	团队 1.0	小组 0.9	委员会 0.8	委员组 0.7	工作组 0.6	研究小组 0.5	专 0.3999999999999999	铜铁0 -1	铜铁1 -2	铜铁2 -3
RESULT	实行.v 2101041016	实施 1.0	实行 0.9	实现 0.8	采取 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	全面.v 2101041018	全面可以替换为完善 1.0	完备 0.9	全面性 0.8	全盘性 0.7	全方位 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	做.v 2101042003	制作 1.0	制造 0.9	生产 0.8	打造 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	做.v 2101044011	进行 1.0	实施 0.9	执行 0.8	完成 0.7	实现 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	做.v 2102009016	执行 1.0	实施 0.9	实行 0.8	实现 0.7	采取 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	做.v 2103001013	进行 1.0	进行观察 0.9	进行调查 0.8	进行研究 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	包.v 2101042004	包裹 1.0	袋子 0.9	货物 0.8	物品 0.7	商品 0.6	货品 0.5	购物袋 0.3999999999999999	礼 0.29999999999999993	铜铁0 -1	铜铁1 -2
RESULT	包.v 2101043000	包装 1.0	打包 0.9	装箱 0.8	封装 0.7	包裹 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	包.v 2101044023	袋 1.0	袋子 0.9	背包 0.8	箱子 0.7	手提包 0.6	挎包 0.5	拎包 0.3999999999999999	收纳箱 0.29999999999999993	 0.19999999999999996	铜铁0 -1
RESULT	没得.v 2101042007	无可挑剔 1.0	无可比拟 0.9	无可比擬 0.8	无可比较 0.7	无可匹 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	产品.v 2101042014	产品可以替换为商品 1.0	物品 0.9	货物等 0.8	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7
RESULT	产品.v 2102001006	商品 1.0	物品 0.9	货物 0.8	服务 0.7	服务项目 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	产品.v 2102003009	商品 1.0	物品 0.9	货物 0.8	服务 0.7	服务项目 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	产品.v 2102003016	商品 1.0	物品 0.9	货物 0.8	服务 0.7	服务项目 0.6	产品线 0.5	产品 0.3999999999999999	铜铁0 -1	铜铁1 -2	铜铁2 -3
RESULT	产品.v 2102006005	商品 1.0	物品 0.9	产物 0.8	货物 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
